R vR err_vR vT err_vT V-B V Mass
0.1857 5.7249 1.4047 5.8644 1.4048 1.0563 8.3972 0.4973
0.0921 -9.5824 2.9032 -7.1514 2.9416 1.3800 10.6478 0.2552
0.2296 -5.7791 1.1216 -0.8279 1.1205 0.7170 6.4339 0.6523
0.2924 -11.1667 2.6942 -15.0710 2.7274 1.3632 10.4309 0.2834
0.2194 -16.9050 1.0820 0.3652 1.0786 0.6001 5.7548 0.7085
0.0837 -16.2724 1.1051 -0.1450 1.1067 0.6784 6.2171 0.6702
0.2449 -13.2430 1.0635 16.0894 1.0612 0.4920 4.9789 0.7910
0.2586 12.5835 3.1907 -9.6457 3.2046 1.4048 10.9490 0.2220
0.2224 -4.3397 1.1522 4.2054 1.1534 0.7909 6.8311 0.6201
0.2731 -3.4824 2.6266 -7.2258 2.6511 1.3572 10.3577 0.2934
0.1570 10.2717 2.5922 8.5866 2.6124 1.3540 10.3204 0.2985
0.2577 6.3511 1.0726 2.1508 1.0765 0.5520 5.4156 0.7362
0.2382 10.6155 2.9318 5.5594 2.9680 1.3822 10.6762 0.2518
0.1390 6.6286 1.1621 11.3322 1.1656 0.8139 6.9579 0.6098
0.1381 -2.4407 3.1286 9.5551 3.1496 1.3980 10.8716 0.2298
0.2774 -3.4109 1.7009 -3.7540 1.7064 1.1889 9.1448 0.4329
0.2364 9.1341 1.0708 -2.0059 1.0739 0.5416 5.3323 0.7428
0.2873 -12.2791 2.4981 -6.0504 2.5063 1.3446 10.2186 0.3124
0.2410 -0.1022 2.5567 -2.8159 2.5723 1.3506 10.2820 0.3037
0.2337 8.5759 1.3344 -1.9735 1.3341 1.0056 8.1230 0.5190
0.0785 -2.8713 1.3843 -4.0060 1.3848 1.0426 8.3224 0.5034
0.2673 19.7822 1.6532 13.9110 1.6580 1.1711 9.0430 0.4422
0.1397 -15.3214 2.8944 15.7635 2.9335 1.3793 10.6390 0.2563
0.1056 -2.1627 2.5624 -14.6936 2.5788 1.3511 10.2882 0.3029
0.2213 -6.3208 2.5556 -4.7453 2.5711 1.3505 10.2808 0.3039
0.1077 0.9993 2.7854 -0.5673 2.8303 1.3709 10.5297 0.2702
0.1660 2.0697 1.3596 -5.0031 1.3607 1.0259 8.2321 0.5105
0.1871 -7.9112 1.9229 -13.4981 1.9276 1.2517 9.5294 0.3946
0.1980 -8.3698 1.1939 5.3440 1.1943 0.8752 7.3381 0.5800
0.1349 6.7786 2.1137 -8.9362 2.1143 1.2915 9.7838 0.3671
0.2422 9.2535 2.6564 5.8291 2.6848 1.3599 10.3900 0.2889
0.2151 -16.2243 3.0911 -12.2532 3.1150 1.3949 10.8344 0.2338
0.1523 1.6058 2.8020 4.1486 2.8482 1.3723 10.5473 0.2679
0.0979 2.6938 3.2127 15.6562 3.2106 1.4154 11.0636 0.2114
0.1928 4.9729 2.7302 9.8327 2.7680 1.3663 10.4699 0.2781
0.2638 4.7848 1.2814 -4.9072 1.2761 0.9638 7.8773 0.5383
0.0777 -17.2589 1.2310 6.2561 1.2276 0.9162 7.5919 0.5602
0.0864 -3.9422 3.1725 7.3158 3.1901 1.4018 10.9152 0.2254
0.2101 5.8767 2.8101 -6.6964 2.8556 1.3729 10.5553 0.2669
0.2062 -11.8194 1.1611 -2.8107 1.1643 0.8115 6.9449 0.6109
0.1659 6.7669 1.0595 3.5266 1.0366 0.4363 3.9842 0.8191
0.0698 -15.5648 2.8959 2.7260 2.9348 1.3794 10.6405 0.2561
0.1689 -7.4634 2.6989 -4.4614 2.7328 1.3636 10.4360 0.2827
0.1510 -11.2620 1.5780 -7.0123 1.5807 1.1411 8.8745 0.4571
0.2812 -8.6622 1.1875 -4.4438 1.1887 0.8630 7.2614 0.5861
0.2252 10.4155 1.0959 3.9316 1.0956 0.6490 6.0482 0.6841
0.2398 -0.9909 2.2214 22.3375 2.2233 1.3086 9.9060 0.3528
0.1648 -15.7694 2.7505 0.4963 2.7909 1.3680 10.4919 0.2752
0.0554 -0.9755 1.4671 -6.4118 1.4658 1.0957 8.6202 0.4788
0.2909 -0.2857 1.0757 1.1137 1.0772 0.5662 5.5244 0.7274
0.2517 0.5682 1.0958 8.0347 1.0955 0.6485 6.0456 0.6843
0.2597 -4.5780 1.0624 5.5082 1.0567 0.4954 4.8936 0.7746
0.2630 3.6738 1.5212 -17.9025 1.5218 1.1174 8.7442 0.4682
0.2384 -2.1473 3.1387 -6.7707 3.1590 1.3989 10.8817 0.2288
0.1137 -10.7640 1.3537 -8.2875 1.3550 1.0219 8.2107 0.5122
0.2102 -11.3866 1.0774 -13.7871 1.0776 0.5748 5.5878 0.7222
0.0115 -6.4426 1.0587 -15.6950 1.0368 0.4371 4.0582 0.8165
0.2121 -1.7277 1.2175 1.6439 1.2154 0.9022 7.5085 0.5665
0.0272 13.4536 2.0665 -1.7530 2.0679 1.2822 9.7216 0.3741
0.2200 -0.4813 2.2178 -2.8252 2.2196 1.3080 9.9020 0.3533
0.2830 5.2194 1.0767 2.6178 1.0774 0.5714 5.5630 0.7243
0.1250 5.1593 2.9915 -7.4020 3.0231 1.3868 10.7354 0.2448
0.2675 4.4557 1.1884 -3.1823 1.1895 0.8648 7.2726 0.5852
0.1623 -5.2474 2.9749 2.9645 3.0077 1.3855 10.7189 0.2467
0.2068 1.8389 1.0605 -10.7238 1.0488 0.4828 4.7452 0.7839
0.1626 -1.2219 2.1978 4.4151 2.1994 1.3049 9.8792 0.3560
0.1185 8.8845 1.5864 -12.9812 1.5894 1.1446 8.8939 0.4554
0.2837 -13.8369 3.2156 -4.2738 3.2113 1.4169 11.0787 0.2100
0.1269 -7.1921 2.2519 -12.4111 2.2541 1.3131 9.9406 0.3485
0.2755 -0.0802 2.5442 3.2286 2.5583 1.3493 10.2685 0.3056
0.0940 -13.7514 1.1422 -1.4288 1.1409 0.7673 6.7017 0.6305
0.2440 -0.7095 1.1503 15.1649 1.1510 0.7863 6.8059 0.6222
0.0234 -2.6955 1.6758 -8.5853 1.6809 1.1796 9.0912 0.4378
0.1404 -7.0615 1.6594 13.6813 1.6643 1.1735 9.0563 0.4410
0.2300 -6.3330 2.0114 14.4498 2.0140 1.2707 9.6478 0.3822
0.1557 -10.8426 1.4287 -4.3496 1.4282 1.0718 8.4848 0.4901
0.2590 -3.0421 1.1876 -7.5669 1.1888 0.8632 7.2627 0.5860
0.0585 4.6369 3.1820 -7.9362 3.1990 1.4026 10.9247 0.2244
0.2298 16.7771 1.7309 8.3008 1.7368 1.1998 9.2086 0.4269
0.2045 -6.1864 1.1206 -11.1550 1.1196 0.7145 6.4199 0.6534
0.2585 6.0111 1.0573 -3.1225 1.0371 0.4419 4.1847 0.8117
0.2627 -1.9538 2.0860 -8.2821 2.0870 1.2861 9.7478 0.3712
0.1364 2.8443 1.3269 9.4542 1.3258 0.9990 8.0879 0.5217
0.1613 8.2798 2.3035 -9.9187 2.3064 1.3205 9.9991 0.3413
0.2459 12.8658 1.1826 -2.4969 1.1845 0.8539 7.2040 0.5906
0.2112 -17.3561 2.2928 2.7813 2.2955 1.3190 9.9870 0.3428
0.2551 6.4853 1.0719 -4.7849 1.0757 0.5480 5.3838 0.7387
0.2698 -5.4502 1.1071 -4.0615 1.1084 0.6831 6.2438 0.6680
0.0377 3.8398 2.5568 6.2145 2.5724 1.3506 10.2821 0.3037
0.1849 4.3055 1.6393 -0.1433 1.6439 1.1659 9.0134 0.4449
0.2311 6.6371 2.3197 -4.8768 2.3227 1.3227 10.0175 0.3389
0.2286 -2.0458 1.5272 13.7456 1.5281 1.1199 8.7582 0.4671
0.2833 -8.5623 1.0579 -7.3288 1.0395 0.4563 4.4100 0.8020
0.2551 0.9844 1.2181 -2.2392 1.2159 0.9028 7.5123 0.5662
0.2874 -12.7437 2.5454 -10.1692 2.5596 1.3494 10.2698 0.3054
0.2848 -2.3127 1.0636 -7.5909 1.0617 0.5038 4.9880 0.7682
0.2737 0.9630 1.1165 -0.7883 1.1162 0.7050 6.3668 0.6579
0.2230 1.4779 1.1650 10.8151 1.1692 0.8205 6.9952 0.6068
0.2851 2.3982 1.6518 -4.9137 1.6566 1.1706 9.0400 0.4425
0.2732 7.0104 2.0719 -2.6202 2.0732 1.2833 9.7289 0.3733
0.2657 0.5236 1.6294 10.6695 1.6338 1.1622 8.9921 0.4468
0.2322 7.4479 2.0654 0.7829 2.0668 1.2820 9.7202 0.3743
0.1035 -12.9015 1.6894 16.5354 1.6947 1.1846 9.1202 0.4351
0.2092 9.2153 3.2348 -7.4107 3.2166 1.4268 11.1793 0.2016
0.1284 11.8878 3.2160 -10.6177 3.2115 1.4171 11.0811 0.2098
0.1211 -14.2677 3.2280 10.2115 3.2147 1.4233 11.1436 0.2045
0.2802 -3.1666 1.2971 12.8202 1.2932 0.9758 7.9498 0.5326
0.1499 5.9034 2.8781 -2.7227 2.9184 1.3781 10.6228 0.2583
0.1416 -6.3697 1.1230 -8.3989 1.1216 0.7203 6.4521 0.6507
0.0944 0.4112 1.8433 11.6545 1.8497 1.2351 9.4229 0.4058
0.2379 -6.8337 2.1714 17.3241 2.1726 1.3008 9.8493 0.3595
0.2405 -1.7923 1.0581 -12.0157 1.0401 0.4600 4.4587 0.7996
0.2443 21.1607 1.0706 -8.0412 1.0736 0.5407 5.3250 0.7433
0.1103 -3.4837 1.5194 -1.6273 1.5200 1.1166 8.7401 0.4686
0.1342 4.1679 1.0580 5.5798 1.0369 0.4391 4.1218 0.8142
0.2299 2.6416 1.1695 -9.1422 1.1731 0.8290 7.0486 0.6026
0.0918 -4.8635 2.0960 -4.5550 2.0968 1.2881 9.7612 0.3697
0.0975 3.1815 2.3787 10.5537 2.3825 1.3306 10.0845 0.3303
0.1242 -9.5473 1.1756 -3.0001 1.1784 0.8406 7.1206 0.5971
0.1587 -2.5960 2.2611 3.0210 2.2634 1.3145 9.9510 0.3473
0.1608 18.1262 2.5869 -0.0617 2.6064 1.3535 10.3147 0.2992
0.1139 9.6553 2.8037 -11.5976 2.8498 1.3724 10.5490 0.2677
0.2135 0.4830 2.0274 -5.6798 2.0297 1.2741 9.6693 0.3799
0.1796 -2.0528 1.1685 -5.1829 1.1722 0.8271 7.0363 0.6036
0.1336 -10.9939 2.2498 -2.7392 2.2520 1.3128 9.9383 0.3488
0.1903 -11.9389 1.3709 -10.0616 1.3718 1.0336 8.2736 0.5072
0.1260 5.5816 1.6166 5.6138 1.6206 1.1570 8.9631 0.4493
0.1777 -8.9881 3.0674 -18.3750 3.0932 1.3929 10.8109 0.2363
0.2531 13.5370 1.1422 -6.0884 1.1409 0.7673 6.7016 0.6306
0.1949 11.3164 2.6290 -12.4079 2.6539 1.3574 10.3603 0.2930
0.1843 -10.7095 3.2355 10.7173 3.2168 1.4271 11.1831 0.2013
0.1509 -1.9368 2.4184 -9.8681 2.4226 1.3355 10.1295 0.3244
0.2911 0.4717 1.2165 3.3108 1.2145 0.9012 7.5025 0.5670
0.1140 5.7212 1.1330 2.3005 1.1300 0.7457 6.5837 0.6400
0.2840 -2.8384 1.2369 14.9061 1.2328 0.9222 7.6277 0.5575
0.1058 -8.0120 2.5727 8.4417 2.5904 1.3521 10.2993 0.3013
0.1273 -0.2977 2.1231 0.7463 2.1238 1.2930 9.7945 0.3659
0.1472 -3.5470 2.9555 -1.6029 2.9899 1.3840 10.6997 0.2490
0.2331 0.7891 2.4044 -9.3967 2.4084 1.3338 10.1136 0.3265
0.1816 4.0498 1.1870 -0.2047 1.1883 0.8621 7.2560 0.5865
0.2480 1.2973 3.2061 -9.2066 3.2088 1.4122 11.0291 0.2145
0.2140 -16.3666 1.1006 -5.3415 1.1019 0.6654 6.1427 0.6763
0.2251 -1.5226 2.8954 16.4436 2.9344 1.3794 10.6400 0.2562
0.0501 0.7279 2.8708 -2.9180 2.9117 1.3775 10.6156 0.2592
0.2584 -4.5239 1.0626 7.9441 1.0574 0.4966 4.9072 0.7737
0.2399 -7.1025 2.4347 5.9474 2.4392 1.3375 10.1480 0.3219
0.2559 1.9240 2.5470 4.7689 2.5614 1.3496 10.2715 0.3052
0.1898 4.3228 1.1136 15.5062 1.1138 0.6983 6.3291 0.6610
0.0707 -2.2088 1.1444 -2.1950 1.1437 0.7725 6.7303 0.6282
0.2354 0.2273 1.4155 12.1917 1.4153 1.0632 8.4363 0.4941
0.0531 -11.6870 2.5160 -5.6197 2.5265 1.3465 10.2380 0.3097
0.1944 -7.2038 2.5135 -0.1543 2.5237 1.3462 10.2353 0.3101
0.1487 -16.1103 1.9071 1.1748 1.9120 1.2485 9.5082 0.3969
0.1605 -6.9684 1.1915 -6.4715 1.1922 0.8706 7.3093 0.5823
0.1894 0.8420 2.2958 1.1890 2.2986 1.3194 9.9904 0.3424
0.1745 -11.5375 1.7450 -2.3907 1.7511 1.2049 9.2386 0.4240
0.0932 3.9516 1.1033 -1.4733 1.1052 0.6742 6.1931 0.6722
0.2940 8.3001 1.0596 -3.8952 1.0449 0.4768 4.6715 0.7883
0.1840 8.3327 1.1593 -12.4954 1.1621 0.8072 6.9213 0.6128
0.2140 6.1336 1.0969 -14.0668 1.0969 0.6524 6.0675 0.6825
0.1749 2.1855 1.0783 5.4440 1.0778 0.5794 5.6202 0.7196
0.2609 -6.0651 3.1997 -9.0925 3.2070 1.4091 10.9960 0.2175
0.2858 1.2054 3.2141 15.3133 3.2109 1.4162 11.0711 0.2107
0.1271 -6.9182 2.0651 -5.7344 2.0665 1.2819 9.7197 0.3743
0.1584 -7.7572 1.1796 -2.3525 1.1818 0.8481 7.1679 0.5934
0.2240 2.7272 1.2654 3.8401 1.2585 0.9514 7.8030 0.5440
0.2636 13.4302 1.1108 -3.6157 1.1115 0.6916 6.2914 0.6641
0.2804 9.0165 1.1966 3.2470 1.1966 0.8801 7.3691 0.5776
0.2769 5.1101 3.0660 4.6684 3.0918 1.3928 10.8094 0.2365
0.2625 -3.8325 3.2048 7.0829 3.2084 1.4115 11.0225 0.2151
0.1452 6.1821 1.9969 8.6693 1.9999 1.2677 9.6284 0.3842
0.2645 -0.4073 1.2641 -2.6864 1.2574 0.9501 7.7954 0.5446
0.1170 6.5820 1.3562 -5.3153 1.3574 1.0236 8.2198 0.5114
0.1590 0.1300 3.2029 11.6965 3.2079 1.4106 11.0124 0.2160
0.1659 3.3006 1.0592 16.6760 1.0433 0.4745 4.6423 0.7899
0.0371 -4.7622 1.8075 4.8522 1.8146 1.2270 9.3721 0.4109
0.2139 12.6696 1.1307 -3.7999 1.1280 0.7400 6.5529 0.6424
0.0660 -4.9619 2.4307 0.7273 2.4351 1.3370 10.1435 0.3225
0.1849 4.5232 1.2339 0.7745 1.2302 0.9191 7.6097 0.5589
0.2609 -11.1916 1.8547 -13.2579 1.8608 1.2375 9.4380 0.4042
0.2022 -4.1861 1.1203 13.8572 1.1193 0.7138 6.4159 0.6538
0.1605 6.2105 1.2059 4.2496 1.2049 0.8909 7.4373 0.5722
0.2490 7.4963 3.0401 -3.1764 3.0680 1.3907 10.7838 0.2393
0.2408 9.0605 2.6242 -1.1450 2.6485 1.3570 10.3551 0.2937
0.2275 17.6858 1.8648 -2.3439 1.8707 1.2397 9.4516 0.4028
0.2267 9.3858 2.5779 6.3664 2.5963 1.3526 10.3050 0.3006
0.2501 12.8760 2.9801 3.1942 3.0126 1.3859 10.7241 0.2461
0.1693 -2.4909 1.0598 -0.8610 1.0365 0.4365 3.9635 0.8198
0.1443 -11.5951 1.0685 0.8285 1.0702 0.5290 5.2257 0.7509
0.2440 -5.5769 2.9073 5.6642 2.9454 1.3803 10.6518 0.2547
0.2805 1.2792 1.1707 -0.3911 1.1741 0.8313 7.0629 0.6015
0.2811 4.3044 2.9607 -6.2193 2.9946 1.3844 10.7048 0.2484
0.2513 -8.4225 1.3356 18.6104 1.3354 1.0066 8.1285 0.5186
0.2621 2.6793 1.2283 2.6945 1.2251 0.9133 7.5749 0.5615
0.1419 -21.1054 1.0761 -5.8796 1.0773 0.5685 5.5413 0.7261
0.1605 -12.0640 1.1463 -9.1746 1.1460 0.7770 6.7547 0.6263
0.0745 0.2879 1.1953 13.9325 1.1955 0.8777 7.3541 0.5788
0.1779 -7.0771 1.8904 -10.5546 1.8957 1.2450 9.4858 0.3992
0.0993 -9.9656 2.7380 3.7385 2.7768 1.3670 10.4783 0.2770
0.1237 3.5632 1.0939 -6.6504 1.0931 0.6423 6.0092 0.6874
0.1133 -1.8293 2.0063 10.3047 2.0090 1.2697 9.6410 0.3829
0.2815 -14.6667 2.2730 -1.2724 2.2755 1.3162 9.9646 0.3456
0.2510 -9.2504 2.5685 -4.0611 2.5856 1.3517 10.2948 0.3020
0.0487 6.2187 2.2454 0.7579 2.2475 1.3122 9.9332 0.3495
0.1967 -12.5368 3.1966 -0.3410 3.2062 1.4076 10.9795 0.2191
0.1631 -0.7701 1.1319 9.7393 1.1290 0.7429 6.5687 0.6412
0.2845 -3.6758 2.5632 4.9787 2.5797 1.3512 10.2891 0.3028
0.1681 -18.8899 3.2104 5.7005 3.2099 1.4143 11.0515 0.2124
0.2286 -5.4693 1.2298 -4.4298 1.2265 0.9149 7.5842 0.5608
0.2513 -0.3819 2.2541 12.1322 2.2564 1.3134 9.9431 0.3482
0.1674 -17.9357 3.0362 6.1438 3.0644 1.3904 10.7799 0.2397
0.2903 -3.1669 1.1962 -2.7158 1.1962 0.8794 7.3645 0.5779
0.1992 6.0326 1.4653 -5.4435 1.4641 1.0950 8.6162 0.4792
0.2788 -2.4332 1.0952 6.3370 1.0948 0.6467 6.0352 0.6852
0.1131 -3.0653 3.0198 8.8736 3.0492 1.3891 10.7635 0.2416
0.2621 10.8661 1.1591 15.1363 1.1619 0.8070 6.9198 0.6129
0.0975 -6.6052 2.6211 -16.8846 2.6450 1.3567 10.3517 0.2942
0.1761 3.5200 1.6618 0.5986 1.6667 1.1744 9.0613 0.4405
0.1762 -13.7488 2.4767 -0.5782 2.4822 1.3423 10.1954 0.3155
0.2775 18.1998 1.0770 -0.5316 1.0775 0.5729 5.5734 0.7234
0.2360 -15.6233 1.0981 -2.5879 1.0985 0.6566 6.0916 0.6805
0.0992 -1.8587 1.1488 -5.6658 1.1491 0.7828 6.7866 0.6237
0.2763 -19.0355 3.1927 13.3957 3.2051 1.4057 10.9594 0.2210
0.2314 -1.7786 2.8796 9.7533 2.9198 1.3782 10.6244 0.2581
0.1915 -4.9772 2.7627 -14.9409 2.8047 1.3690 10.5051 0.2735
0.2657 -1.1899 1.2400 1.3261 1.2356 0.9254 7.6469 0.5560
0.2746 -4.2803 1.8578 -5.6171 1.8639 1.2382 9.4423 0.4038
0.2704 22.2146 2.0581 10.1737 2.0597 1.2805 9.7104 0.3754
0.1065 -10.2491 2.5590 4.8554 2.5749 1.3508 10.2845 0.3034
0.0959 -2.4618 1.1172 10.1246 1.1168 0.7066 6.3757 0.6571
0.1968 -3.7118 1.0580 7.1315 1.0369 0.4391 4.1218 0.8142
0.2833 0.9647 1.1290 2.1204 1.1266 0.7357 6.5303 0.6442
0.1837 2.6814 3.0376 -9.4364 3.0656 1.3905 10.7812 0.2396
0.2036 14.5891 2.7657 2.1138 2.8080 1.3693 10.5083 0.2730
0.2425 -9.7399 1.6037 -5.1816 1.6073 1.1517 8.9335 0.4520
0.1727 -2.6405 1.1253 9.8804 1.1236 0.7263 6.4828 0.6482
0.2123 7.4666 2.2973 -3.9803 2.3001 1.3196 9.9921 0.3421
0.0911 3.0947 2.4818 -8.4650 2.4879 1.3429 10.2009 0.3148
0.0583 5.7783 1.9696 3.4658 1.9732 1.2618 9.5920 0.3881
0.2598 -4.7610 2.7676 16.1899 2.8102 1.3695 10.5104 0.2728
0.2376 0.3729 1.8059 1.0731 1.8130 1.2264 9.3686 0.4113
0.2485 7.7450 1.3530 -0.5275 1.3544 1.0215 8.2083 0.5123
0.1282 5.2866 1.3225 -0.3605 1.3210 0.9953 8.0676 0.5233
0.1877 -10.2842 2.2187 3.9247 2.2205 1.3081 9.9029 0.3531
0.1608 2.8132 1.0637 12.5194 1.0619 0.5042 4.9924 0.7679
0.0595 -0.8194 2.7563 -11.1987 2.7974 1.3685 10.4981 0.2744
0.2442 7.3463 2.7922 -5.2672 2.8380 1.3715 10.5370 0.2693
0.1786 5.6668 1.4189 -3.7675 1.4187 1.0655 8.4490 0.4931
0.1543 10.8702 3.2294 8.1895 3.2151 1.4240 11.1510 0.2039
0.1310 -8.5280 2.2283 -1.7370 2.2302 1.3096 9.9138 0.3518
0.1694 -7.2702 1.0685 -12.4677 1.0703 0.5291 5.2269 0.7509
0.1642 0.6908 1.7486 -8.5544 1.7548 1.2062 9.2463 0.4233
0.0599 7.8874 1.6600 14.8095 1.6649 1.1737 9.0575 0.4409
0.2809 -1.2036 2.2441 7.0325 2.2462 1.3120 9.9318 0.3496
0.1618 9.5694 2.7557 5.7438 2.7967 1.3684 10.4974 0.2745
0.2817 3.2091 1.0660 -5.2798 1.0661 0.5156 5.1060 0.7598
0.2550 -3.9519 1.1377 2.4002 1.1354 0.7568 6.6443 0.6351
0.2741 -8.6860 2.9553 -6.3329 2.9897 1.3840 10.6995 0.2490
0.2195 4.1097 1.2027 0.9982 1.2021 0.8878 7.4177 0.5737
0.2206 5.7783 1.8063 3.6227 1.8134 1.2265 9.3695 0.4112
0.2293 4.3986 1.3008 -0.3692 1.2973 0.9787 7.9671 0.5312
0.1829 -10.5709 1.1362 -3.0294 1.1335 0.7531 6.6243 0.6367
0.2846 -10.8857 2.4519 -11.4145 2.4565 1.3395 10.1675 0.3193
0.2907 7.7799 1.0881 2.7941 1.0853 0.6224 5.8925 0.6970
0.1478 8.5862 2.2320 -5.7332 2.2339 1.3101 9.9180 0.3513
0.0973 -4.0912 2.4202 -0.7448 2.4245 1.3357 10.1315 0.3241
0.2502 11.9756 3.0339 14.1080 3.0622 1.3902 10.7776 0.2400
0.2563 10.2618 2.1362 -0.2657 2.1370 1.2952 9.8093 0.3642
0.1377 -20.7988 1.0743 2.5669 1.0769 0.5599 5.4771 0.7313
0.2389 11.7103 2.6046 -13.8392 2.6264 1.3552 10.3339 0.2966
0.1430 -0.3070 1.2001 5.5726 1.1997 0.8852 7.4017 0.5750
0.1630 -12.4078 2.7583 -4.4379 2.7997 1.3687 10.5003 0.2741
0.1058 11.2450 2.4913 5.7018 2.4987 1.3439 10.2112 0.3134
0.2550 1.4345 2.6906 7.1926 2.7234 1.3629 10.4270 0.2839
0.2127 7.1188 2.2967 -2.6584 2.2994 1.3195 9.9914 0.3422
0.1650 1.9167 2.1844 -8.1483 2.1858 1.3029 9.8641 0.3578
0.2340 -0.2145 1.4258 -9.9956 1.4254 1.0699 8.4742 0.4910
0.2479 9.3477 2.2243 -6.4791 2.2262 1.3090 9.9093 0.3524
0.1360 -6.5540 1.0637 -6.7721 1.0621 0.5045 4.9963 0.7676
0.0663 5.1363 2.4513 5.7574 2.4559 1.3394 10.1668 0.3194
0.1958 6.5393 1.3870 12.8038 1.3875 1.0445 8.3323 0.5026
0.1171 -17.9346 1.4911 -4.5226 1.4907 1.1053 8.6752 0.4742
0.2778 -12.1903 1.6754 -7.8470 1.6806 1.1794 9.0904 0.4379
0.1288 -9.7148 1.5110 15.8353 1.5113 1.1133 8.7208 0.4702
0.2330 -14.2858 2.1474 6.1313 2.1484 1.2970 9.8221 0.3627
0.0834 0.5792 1.2651 -13.7107 1.2582 0.9511 7.8010 0.5442
0.2591 -0.1055 1.1194 -3.8929 1.1186 0.7118 6.4048 0.6547
0.2271 -5.4639 1.0914 17.2419 1.0897 0.6335 5.9581 0.6916
0.2478 1.9715 3.2154 -10.2235 3.2113 1.4168 11.0780 0.2101
0.2626 -10.0968 1.3970 1.1103 1.3973 1.0512 8.3690 0.4996
0.1317 -4.2206 1.6700 8.3769 1.6751 1.1774 9.0788 0.4389
0.2590 -9.2896 1.6300 -16.6723 1.6344 1.1624 8.9935 0.4466
0.0996 -0.9202 1.3969 8.1028 1.3971 1.0511 8.3684 0.4997
0.2937 -6.3682 1.6767 5.2520 1.6819 1.1799 9.0931 0.4376
0.2606 -9.8358 2.9543 4.5949 2.9887 1.3839 10.6985 0.2491
0.2150 -5.8686 2.8929 -3.7883 2.9321 1.3792 10.6376 0.2565
0.0537 -5.9219 1.2722 -5.5914 1.2660 0.9567 7.8347 0.5416
0.2921 7.2435 2.4275 -1.1572 2.4318 1.3366 10.1398 0.3230
0.2649 9.7645 1.0909 13.6702 1.0891 0.6320 5.9495 0.6923
0.2783 -2.6215 3.2366 -5.5931 3.2170 1.4277 11.1884 0.2009
0.1143 0.6940 1.1783 -7.0246 1.1807 0.8456 7.1523 0.5946
0.2168 -3.2391 1.7424 3.6423 1.7485 1.2040 9.2333 0.4245
0.2591 -9.4041 1.8876 1.3402 1.8930 1.2445 9.4821 0.3996
0.2575 12.4152 2.8407 3.0992 2.8839 1.3752 10.5857 0.2630
0.2697 -6.3629 2.6826 1.0501 2.7143 1.3622 10.4183 0.2851
0.2923 12.5162 3.0194 9.3740 3.0488 1.3890 10.7631 0.2416
0.2893 -4.3694 2.0799 15.3161 2.0811 1.2849 9.7397 0.3721
0.2894 -11.9118 1.1755 1.6014 1.1783 0.8404 7.1194 0.5972
0.2326 -5.3450 2.5286 -11.7847 2.5407 1.3478 10.2516 0.3079
0.2609 -9.0893 2.1822 2.2115 2.1836 1.3025 9.8616 0.3581
0.0313 -3.7679 2.2346 0.5341 2.2366 1.3105 9.9210 0.3510
0.1424 -3.0496 1.1922 3.6059 1.1928 0.8719 7.3172 0.5817
0.1715 -0.2744 3.0083 -4.7467 3.0386 1.3881 10.7521 0.2429
0.2811 -2.1317 1.0693 -5.6230 1.0714 0.5298 5.2607 0.7555
0.2048 -1.1705 1.6481 -3.8371 1.6528 1.1692 9.0321 0.4432
0.2497 15.2255 3.2327 -7.3050 3.2160 1.4257 11.1681 0.2025
0.1539 1.9136 2.9286 -15.9913 2.9650 1.3819 10.6730 0.2522
0.1488 -7.7445 2.5766 4.5065 2.5948 1.3525 10.3036 0.3008
0.2487 -15.2348 3.1708 7.6011 3.1886 1.4017 10.9135 0.2256
0.1941 -9.2413 2.4752 -1.8796 2.4804 1.3422 10.1938 0.3157
0.1254 14.5262 1.5571 -7.0125 1.5590 1.1324 8.8266 0.4612
0.1561 2.8713 3.2367 -5.9740 3.2171 1.4277 11.1889 0.2009
0.1108 6.2209 1.7120 -7.6709 1.7176 1.1929 9.1683 0.4307
0.0283 9.5362 1.1910 -5.2535 1.1918 0.8697 7.3035 0.5828
0.2222 -13.3764 1.0883 3.1353 1.0857 0.6232 5.8977 0.6966
0.2003 -0.2528 1.3852 1.2769 1.3858 1.0433 8.3259 0.5031
0.0938 -5.0109 1.1419 -7.7543 1.1405 0.7665 6.6975 0.6309
0.2210 12.6153 1.0575 -5.7237 1.0370 0.4408 4.1617 0.8126
0.2941 6.2558 1.9852 10.9871 1.9884 1.2651 9.6128 0.3859
0.2912 -13.1012 3.1912 16.5796 3.2047 1.4050 10.9516 0.2218
0.2770 -10.0064 1.6304 -9.7258 1.6349 1.1626 8.9944 0.4466
0.2851 3.3133 2.5933 -7.2264 2.6136 1.3541 10.3216 0.2983
0.1582 -0.2141 2.4573 -12.8317 2.4620 1.3401 10.1736 0.3185
0.2774 -1.4243 1.4442 -0.6278 1.4433 1.0818 8.5415 0.4854
0.2814 6.7659 1.1355 -2.6007 1.1327 0.7516 6.6162 0.6374
0.1002 -6.8611 1.1187 -14.6337 1.1180 0.7100 6.3949 0.6555
0.2244 -6.7789 1.0971 8.4161 1.0973 0.6532 6.0725 0.6821
0.1691 4.8766 1.3851 13.9233 1.3857 1.0432 8.3256 0.5031
0.1130 -9.1557 2.1402 7.1999 2.1410 1.2958 9.8138 0.3637
0.2484 12.2917 1.1667 1.4850 1.1707 0.8238 7.0156 0.6052
